FID,changerate,geom,id
coastal_migration_satellite_0_40k.1619,-1.85033177,POINT (45.9882581549 -1.2837917776),1619
coastal_migration_satellite_0_40k.1620,-3.10568407,POINT (45.988379775 -1.2882706852),1620
coastal_migration_satellite_0_40k.1621,-1.51638645,POINT (45.9887233038 -1.2927255381),1621
coastal_migration_satellite_0_40k.1622,-1.73746439,POINT (45.9895050211 -1.2970739168),1622
coastal_migration_satellite_0_40k.1623,-1.47479047,POINT (45.9906429345 -1.3012406051),1623
coastal_migration_satellite_0_40k.1624,-0.90731051,POINT (45.9920034245 -1.3052755095),1624
coastal_migration_satellite_0_40k.1625,-1.12655046,POINT (45.9937027725 -1.3090426548),1625
coastal_migration_satellite_0_40k.1626,0.70731198,POINT (45.9955321159 -1.3126730586),1626
coastal_migration_satellite_0_40k.1627,-1.81764166,POINT (45.9975090626 -1.3161481096),1627
coastal_migration_satellite_0_40k.1628,-2.01419427,POINT (45.9995788417 -1.3195049747),1628
coastal_migration_satellite_0_40k.1629,-0.13875412,POINT (46.0017319489 -1.3227556685000001),1629
coastal_migration_satellite_0_40k.1630,-0.94351744,POINT (46.0038849723 -1.3260063622),1630
coastal_migration_satellite_0_40k.2326,0.08610256,POINT (46.3912825779 -1.4974729673),2326
coastal_migration_satellite_0_40k.2327,2.23822332,POINT (46.3888341145 -1.4947210375),2327
coastal_migration_satellite_0_40k.2328,-0.08734096,POINT (46.3861420023 -1.492513051),2328
coastal_migration_satellite_0_40k.2329,-0.90484767,POINT (46.3834114416 -1.4903904999),2329
coastal_migration_satellite_0_40k.2330,-0.53998134,POINT (46.3806807444 -1.4882679487),2330
coastal_migration_satellite_0_40k.2331,-1.68042508,POINT (46.3778794574 -1.4863672422),2331
coastal_migration_satellite_0_40k.2332,-0.21832963,POINT (46.3749914339 -1.4847389597),2332
coastal_migration_satellite_0_40k.2333,0.10488377,POINT (46.3721032576 -1.4831106772),2333
coastal_migration_satellite_0_40k.2334,-0.27673423,POINT (46.3692149287 -1.4814823947),2334
coastal_migration_satellite_0_40k.2335,2.49904293,POINT (46.3662862832 -1.4800247594),2335
coastal_migration_satellite_0_40k.2336,1.20521597,POINT (46.363313338 -1.4787545055),2336
coastal_migration_satellite_0_40k.2337,1.93225529,POINT (46.360340231 -1.4774842515),2337
coastal_migration_satellite_0_40k.2338,1.01101702,POINT (46.3573669622 -1.4762139975),2338
coastal_migration_satellite_0_40k.2339,0.09265431,POINT (46.3543935317 -1.4749437435),2339
coastal_migration_satellite_0_40k.2340,0.2864931,POINT (46.3514199393 -1.4736734895999999),2340
coastal_migration_satellite_0_40k.2341,2.80711088,POINT (46.3485235388 -1.4720964789),2341
coastal_migration_satellite_0_40k.2342,1.8052684,POINT (46.3458393001 -1.4698934703),2342
coastal_migration_satellite_0_40k.2343,-0.25374038,POINT (46.3436628278 -1.466753554),2343
coastal_migration_satellite_0_40k.2344,-2.60644487,POINT (46.3423280099 -1.4627382308999999),2344
coastal_migration_satellite_0_40k.2345,-0.38261137,POINT (46.3417756311 -1.458330382),2345
coastal_migration_satellite_0_40k.2346,-0.59467814,POINT (46.341693289 -1.4538466265),2346
coastal_migration_satellite_0_40k.2347,-0.56461825,POINT (46.3418429673 -1.4493646338000001),2347
coastal_migration_satellite_0_40k.2348,1.65066711,POINT (46.3421054753 -1.4448891822),2348
coastal_migration_satellite_0_40k.2349,0.95813588,POINT (46.342367982 -1.4404137306),2349
coastal_migration_satellite_0_40k.2350,-1.97280247,POINT (46.3426304875 -1.4359382790000002),2350
coastal_migration_satellite_0_40k.2351,-1.92914562,POINT (46.3428040857 -1.4314545622),2351
coastal_migration_satellite_0_40k.2352,1.53334085,POINT (46.3429386825 -1.4269672195),2352
coastal_migration_satellite_0_40k.2353,-0.65885649,POINT (46.343073279 -1.4224798767),2353
coastal_migration_satellite_0_40k.2354,-0.54691326,POINT (46.3430586031 -1.4179905794),2354
coastal_migration_satellite_0_40k.2355,-0.7381107,POINT (46.3429800291 -1.4135004453),2355
coastal_migration_satellite_0_40k.2356,0.45474552,POINT (46.3429014549 -1.4090103113),2356
coastal_migration_satellite_0_40k.2357,-0.08583965,POINT (46.2506763509 -1.526949576),2357
coastal_migration_satellite_0_40k.2358,-4.18809851,POINT (46.2490527277 -1.5307786121),2358
coastal_migration_satellite_0_40k.2359,-1.95708562,POINT (46.2474290564 -1.5346076483000002),2359
coastal_migration_satellite_0_40k.2360,-2.43521897,POINT (46.2460680757 -1.5386399744),2360
coastal_migration_satellite_0_40k.2361,-2.6115867,POINT (46.244766191 -1.5427180179),2361
coastal_migration_satellite_0_40k.2362,-3.5659655,POINT (46.2438162537 -1.5469811755),2362
coastal_migration_satellite_0_40k.2363,-1.84845588,POINT (46.2433318983 -1.5514094073),2363
coastal_migration_satellite_0_40k.2364,-3.21081616,POINT (46.2429517239 -1.555867219),2364
coastal_migration_satellite_0_40k.2365,2.33997314,POINT (46.2417787422 -1.559704076),2365
coastal_migration_satellite_0_40k.2366,-0.37732571,POINT (46.2387669356 -1.5596641318),2366
coastal_migration_satellite_0_40k.2367,-1.9932639,POINT (46.2357806293 -1.5584258284999999),2367
coastal_migration_satellite_0_40k.2368,-4.48724474,POINT (46.2329956477 -1.5564430812999999),2368
coastal_migration_satellite_0_40k.2369,-0.00784919,POINT (46.2303604717 -1.5540635394),2369
coastal_migration_satellite_0_40k.2370,-0.38532275,POINT (46.2277251692 -1.5516839974),2370
coastal_migration_satellite_0_40k.2371,0.13462692,POINT (46.2250897402 -1.5493044555000002),2371
coastal_migration_satellite_0_40k.2372,-1.1725664,POINT (46.2224541846 -1.5469249135),2372
coastal_migration_satellite_0_40k.2373,0.02794148,POINT (46.2197851512 -1.544631863),2373
coastal_migration_satellite_0_40k.2374,-0.7519316,POINT (46.2169994542 -1.5426406656),2374
coastal_migration_satellite_0_40k.2375,0.29237549,POINT (46.2141244873 -1.5409428826),2375
coastal_migration_satellite_0_40k.2376,-1.9116111,POINT (46.2112247204 -1.5393261431),2376
coastal_migration_satellite_0_40k.2377,-1.04598915,POINT (46.2084763983 -1.5372393393000001),2377
coastal_migration_satellite_0_40k.2378,-2.43409611,POINT (46.2060715405 -1.5344641515),2378
coastal_migration_satellite_0_40k.2379,1.25395951,POINT (46.2040177026 -1.5311126946),2379
coastal_migration_satellite_0_40k.2380,-1.75883109,POINT (46.2024300742 -1.5272602297),2380
coastal_migration_satellite_0_40k.2381,-0.43402765,POINT (46.2013484891 -1.4789634431),2381
coastal_migration_satellite_0_40k.2382,1.22352797,POINT (46.2018668371 -1.4745429694),2382
coastal_migration_satellite_0_40k.2383,-1.31771709,POINT (46.2020277226 -1.4700722649),2383
coastal_migration_satellite_0_40k.2384,-3.67252227,POINT (46.2014133872 -1.4656901509),2384
coastal_migration_satellite_0_40k.2385,-0.49973688,POINT (46.2035655218 -1.4089984689000001),2385
coastal_migration_satellite_0_40k.2386,-4.23174102,POINT (46.2042036807 -1.4133943814),2386
coastal_migration_satellite_0_40k.2387,-5.29734539,POINT (46.2048418345 -1.4177902939),2387
coastal_migration_satellite_0_40k.2388,-15.94623515,POINT (46.205943456 -1.4219899790000001),2388
coastal_migration_satellite_0_40k.2389,-23.33479451,POINT (46.2073025625 -1.4260163907),2389
coastal_migration_satellite_0_40k.2390,-7.5143543,POINT (46.2090308751 -1.4297253995),2390
coastal_migration_satellite_0_40k.2391,-9.91272572,POINT (46.2113130318 -1.4327026994),2391
coastal_migration_satellite_0_40k.2392,-9.00473788,POINT (46.2142153305 -1.4333923721000001),2392
coastal_migration_satellite_0_40k.2393,-2.5607335,POINT (46.216243372 -1.4301660818),2393
coastal_migration_satellite_0_40k.2394,0.13404117,POINT (46.2176396264 -1.4261533166),2394
coastal_migration_satellite_0_40k.2395,-0.15279402,POINT (46.2195363516 -1.4226146339),2395
coastal_migration_satellite_0_40k.2396,0.79554177,POINT (46.2218290403 -1.4195825264),2396
coastal_migration_satellite_0_40k.2397,0.19916453,POINT (46.2242325377 -1.4167638769),2397
coastal_migration_satellite_0_40k.2398,0.06144722,POINT (46.2268870798 -1.4144290496),2398
coastal_migration_satellite_0_40k.2399,-2.23950571,POINT (46.2297694676 -1.4137893315),2399
coastal_migration_satellite_0_40k.2400,-6.71259001,POINT (46.2303499481 -1.4180350151),2400
coastal_migration_satellite_0_40k.2401,-4.78306738,POINT (46.2301868388 -1.4225039963000001),2401
coastal_migration_satellite_0_40k.2402,-3.2061339,POINT (46.2298603993 -1.4269707148),2402
coastal_migration_satellite_0_40k.2403,-1.78468045,POINT (46.22963991 -1.4314485053000001),2403
coastal_migration_satellite_0_40k.2404,-5.26974284,POINT (46.229518557 -1.4359366547),2404
coastal_migration_satellite_0_40k.2405,-3.31765525,POINT (46.2293972038 -1.4404248041),2405
coastal_migration_satellite_0_40k.2406,-2.17868156,POINT (46.2291994937 -1.4449013411),2406
coastal_migration_satellite_0_40k.2407,-0.76716058,POINT (46.2286721326 -1.4493277524),2407
coastal_migration_satellite_0_40k.2408,-3.59348315,POINT (46.2276078409 -1.453514718),2408
coastal_migration_satellite_0_40k.2409,-3.74736171,POINT (46.2257804266 -1.4571474423000002),2409
coastal_migration_satellite_0_40k.2410,0.86106135,POINT (46.223858411 -1.4606662206),2410
coastal_migration_satellite_0_40k.2411,-0.6543534,POINT (46.2217155383 -1.4639190821999999),2411
coastal_migration_satellite_0_40k.2412,-7.14498949,POINT (46.219572582 -1.4671719438),2412
coastal_migration_satellite_0_40k.2413,-3.56583777,POINT (46.217429542 -1.4704248054),2413
coastal_migration_satellite_0_40k.2414,-4.13404083,POINT (46.2152864184 -1.473677667),2414
coastal_migration_satellite_0_40k.2415,-2.43921341,POINT (46.2132817638 -1.4771090755),2415
coastal_migration_satellite_0_40k.2416,-1.18080785,POINT (46.2112904709 -1.4805577638),2416
coastal_migration_satellite_0_40k.2417,-3.77112285,POINT (46.209537589600004 -1.4842437871),2417
coastal_migration_satellite_0_40k.2418,1.33607794,POINT (46.2087433287 -1.4884908418),2418
coastal_migration_satellite_0_40k.2419,-15.8381555,POINT (46.2100099823 -1.4924818087),2419
coastal_migration_satellite_0_40k.2420,-51.19822511,POINT (46.2121815283 -1.4956953515),2420
coastal_migration_satellite_0_40k.2421,-5.8123447,POINT (46.2141656032 -1.4991281472),2421
coastal_migration_satellite_0_40k.2422,2.50276663,POINT (46.2158895912 -1.5028653646999999),2422
coastal_migration_satellite_0_40k.2423,-0.58761096,POINT (46.2176135251 -1.5066025822),2423
coastal_migration_satellite_0_40k.2424,-0.18347215,POINT (46.2196364953 -1.5099812752),2424
coastal_migration_satellite_0_40k.2425,0.32992894,POINT (46.2220615818 -1.5127779615999999),2425
coastal_migration_satellite_0_40k.2426,1.80877687,POINT (46.224792881 -1.5149027195),2426
coastal_migration_satellite_0_40k.2427,2.70105968,POINT (46.2275995348 -1.5167993687),2427
coastal_migration_satellite_0_40k.2428,-3.12601979,POINT (46.2300942895 -1.5105028121),2428
coastal_migration_satellite_0_40k.2429,-1.09340554,POINT (46.2279419005 -1.5072669146000002),2429
coastal_migration_satellite_0_40k.2430,-4.05530762,POINT (46.2260907864 -1.5037418205000002),2430
coastal_migration_satellite_0_40k.2431,-19.68949336,POINT (46.2268942129 -1.5001702966),2431
coastal_migration_satellite_0_40k.2432,-31.93828663,POINT (46.2298129927 -1.4986299555),2432
coastal_migration_satellite_0_40k.2433,-0.5819472,POINT (46.232127793 -1.4961726034),2433
coastal_migration_satellite_0_40k.2434,-10.3635008,POINT (46.2311125879 -1.4919806137),2434
coastal_migration_satellite_0_40k.2435,-1.86498944,POINT (46.2297999512 -1.4879095420000001),2435
coastal_migration_satellite_0_40k.2436,-1.74833165,POINT (46.2294523672 -1.4835930744999999),2436
coastal_migration_satellite_0_40k.2437,0.76293605,POINT (46.2310193859 -1.4799880024),2437
coastal_migration_satellite_0_40k.2438,-0.27459984,POINT (46.2339017693 -1.4785610066000001),2438
coastal_migration_satellite_0_40k.2439,-2.79430432,POINT (46.2369835931 -1.4786890525),2439
coastal_migration_satellite_0_40k.2440,-0.66517119,POINT (46.2399967439 -1.4796516285),2440
coastal_migration_satellite_0_40k.2441,1.05898855,POINT (46.2429275518 -1.4811205722),2441
coastal_migration_satellite_0_40k.2442,0.61843677,POINT (46.2456264004 -1.483344411),2442
coastal_migration_satellite_0_40k.2443,-0.29036796,POINT (46.2481850731 -1.4858542281),2443
coastal_migration_satellite_0_40k.2444,0.39107497,POINT (46.2505325924 -1.4887953415),2444
coastal_migration_satellite_0_40k.2445,0.84036218,POINT (46.2527039307 -1.4919907645000001),2445
coastal_migration_satellite_0_40k.2446,1.32837854,POINT (46.2546444141 -1.4954880903),2446
coastal_migration_satellite_0_40k.2447,0.62598269,POINT (46.2562360355 -1.4993259563999999),2447
coastal_migration_satellite_0_40k.2448,0.26398672,POINT (46.2571560991 -1.5035821815000001),2448
coastal_migration_satellite_0_40k.2449,-0.30347577,POINT (46.2571742105 -1.5080346619),2449
coastal_migration_satellite_0_40k.2450,-0.79662396,POINT (46.2564037124 -1.5123598253),2450
coastal_migration_satellite_0_40k.2451,-0.06524102,POINT (46.2551064838 -1.5164214341),2451
coastal_migration_satellite_0_40k.2452,0.03455379,POINT (46.2534926756 -1.5202590226),2452
coastal_migration_satellite_0_40k.5560,0.05164278,POINT (45.7870566005 -1.1191975251),5560
coastal_migration_satellite_0_40k.5561,-0.64319303,POINT (45.7847771497 -1.1161170417),5561
coastal_migration_satellite_0_40k.5562,0.89349161,POINT (45.7824976056 -1.1130365583),5562
coastal_migration_satellite_0_40k.5563,-0.73994004,POINT (45.7802179684 -1.1099560749),5563
coastal_migration_satellite_0_40k.5564,-1.39935373,POINT (45.7780839175 -1.1066710115),5564
coastal_migration_satellite_0_40k.5565,1.22141314,POINT (45.7759837281 -1.1033383318),5565
coastal_migration_satellite_0_40k.5566,-0.16177205,POINT (45.7740767867 -1.0997764802),5566
coastal_migration_satellite_0_40k.5567,-0.89364907,POINT (45.7721887282 -1.0961922078),5567
coastal_migration_satellite_0_40k.5568,-1.63570314,POINT (45.770347975199996 -1.0925629341),5568
coastal_migration_satellite_0_40k.5619,-3.56944465,POINT (45.7548383333 -1.0897257996),5619
coastal_migration_satellite_0_40k.5620,-0.34790513,POINT (45.7566795619 -1.0933581512),5620
coastal_migration_satellite_0_40k.5621,0.39779703,POINT (45.7587033022 -1.0967875403),5621
coastal_migration_satellite_0_40k.5622,0.45912292,POINT (45.7607269692 -1.1002169295),5622
coastal_migration_satellite_0_40k.5623,-0.71718209,POINT (45.7629505085 -1.1033751021),5623
coastal_migration_satellite_0_40k.5624,-0.67882901,POINT (45.7653695613 -1.1062148914),5624
coastal_migration_satellite_0_40k.5625,-0.25384493,POINT (45.7679087645 -1.1088463597),5625
coastal_migration_satellite_0_40k.5626,-1.08893286,POINT (45.7704263062 -1.1115182405),5626
coastal_migration_satellite_0_40k.5627,1.43012952,POINT (45.7728654147 -1.1143371826),5627
coastal_migration_satellite_0_40k.5628,0.72977262,POINT (45.7753044166 -1.1171561247),5628
coastal_migration_satellite_0_40k.5629,-0.84441527,POINT (45.7777057434 -1.1200395415),5629
coastal_migration_satellite_0_40k.6549,3.70352909,POINT (46.1999750893 -1.5205016775),6549
coastal_migration_satellite_0_40k.6550,-0.38674066,POINT (46.1985303803 -1.5165245473),6550
coastal_migration_satellite_0_40k.6551,-0.58400534,POINT (46.1973310138 -1.5123842602000002),6551
coastal_migration_satellite_0_40k.6552,0.30796131,POINT (46.196179897 -1.5082118965),6552
coastal_migration_satellite_0_40k.6553,0.1973898,POINT (46.1953892492 -1.5038817279),6553
coastal_migration_satellite_0_40k.6554,0.10920273,POINT (46.1955018568 -1.4994257779),6554
coastal_migration_satellite_0_40k.6555,-0.1287357,POINT (46.1965726907 -1.4952321666000001),6555
coastal_migration_satellite_0_40k.6556,0.07959479,POINT (46.19822327 -1.4914260077),6556
coastal_migration_satellite_0_40k.6557,-0.22674769,POINT (46.1988469183 -1.4547727816),6557
coastal_migration_satellite_0_40k.6558,-0.2536456,POINT (46.1974934764 -1.4507291715),6558
coastal_migration_satellite_0_40k.6559,-0.31143557,POINT (46.1961400012 -1.4466855614),6559
coastal_migration_satellite_0_40k.6560,1.30553521,POINT (46.1947864927 -1.4426419513),6560
coastal_migration_satellite_0_40k.6561,-0.33200171,POINT (46.1934329508 -1.4385983413),6561
coastal_migration_satellite_0_40k.6562,-0.31158491,POINT (46.191981732 -1.4346260871),6562
coastal_migration_satellite_0_40k.6563,-1.01442203,POINT (46.1905289143 -1.4306549659),6563
coastal_migration_satellite_0_40k.6564,-0.72243521,POINT (46.1890760582 -1.4266838446),6564
coastal_migration_satellite_0_40k.6565,-0.43962032,POINT (46.1876231637 -1.4227127234),6565
coastal_migration_satellite_0_40k.6566,-0.34362743,POINT (46.1861702308 -1.4187416020999999),6566
coastal_migration_satellite_0_40k.6567,-0.02444034,POINT (46.1847172595 -1.4147704809000001),6567
coastal_migration_satellite_0_40k.6568,0.28655929,POINT (46.1832642498 -1.4107993596),6568
coastal_migration_satellite_0_40k.6569,0.58770079,POINT (46.1818112016 -1.4068282384000002),6569
coastal_migration_satellite_0_40k.6570,-4.03203074,POINT (46.0429443504 -1.4082917893),6570
coastal_migration_satellite_0_40k.6571,-2.46581992,POINT (46.0398624363 -1.4087925886),6571
coastal_migration_satellite_0_40k.6572,-2.28407711,POINT (46.0367648693 -1.4083366668),6572
coastal_migration_satellite_0_40k.6573,-2.5893471,POINT (46.0337523623 -1.4071838625),6573
coastal_migration_satellite_0_40k.6574,-1.54261885,POINT (46.0307429383 -1.40600739),6574
coastal_migration_satellite_0_40k.7364,2.34269304,POINT (45.993947787 -1.0909810228),7364
coastal_migration_satellite_0_40k.7365,-0.37183403,POINT (45.9945309469 -1.0953934664),7365
coastal_migration_satellite_0_40k.7366,0.92549621,POINT (45.9959415176 -1.0993728584),7366
coastal_migration_satellite_0_40k.7367,0.26913595,POINT (45.9974635245 -1.1032938639),7367
coastal_migration_satellite_0_40k.7368,0.57517811,POINT (45.9979223396 -1.1075237738),7368
coastal_migration_satellite_0_40k.7369,-1.6051761,POINT (45.9950901074 -1.1069626142),7369
coastal_migration_satellite_0_40k.7370,-0.7949853,POINT (45.9925469809 -1.1043841129),7370
coastal_migration_satellite_0_40k.7371,-0.79272055,POINT (45.9900504995 -1.1016891671),7371
coastal_migration_satellite_0_40k.7372,-1.36374266,POINT (45.9877209035 -1.098712517),7372
coastal_migration_satellite_0_40k.7373,0.3310618,POINT (45.9854792107 -1.0955875386),7373
coastal_migration_satellite_0_40k.7374,-0.12923187,POINT (45.9832374271 -1.0924625602),7374
coastal_migration_satellite_0_40k.7375,-0.93198194,POINT (45.9809914759 -1.0893443893),7375
coastal_migration_satellite_0_40k.7465,-12.44682439,POINT (45.9474895698 -1.0913610351),7465
coastal_migration_satellite_0_40k.7466,-0.44167322,POINT (45.9451472071 -1.0938218242),7466
coastal_migration_satellite_0_40k.7467,1.16881204,POINT (45.9425673891 -1.0914712709),7467
coastal_migration_satellite_0_40k.7486,3.14867503,POINT (45.890859121 -1.090339187),7486
coastal_migration_satellite_0_40k.7487,-0.39451,POINT (45.8884213699 -1.093151329),7487
coastal_migration_satellite_0_40k.7488,4.00070703,POINT (45.8859835118 -1.0959634711),7488
coastal_migration_satellite_0_40k.7489,0.1099204,POINT (45.8835259139 -1.0987347025),7489
coastal_migration_satellite_0_40k.7490,-1.26652807,POINT (45.8807844273 -1.1008623532),7490
coastal_migration_satellite_0_40k.7491,1.95720602,POINT (45.8778260713 -1.1022982208),7491
coastal_migration_satellite_0_40k.7492,38.20930728,POINT (45.8751488656 -1.1046192231),7492
coastal_migration_satellite_0_40k.7493,22.65105033,POINT (45.8725655642 -1.1071386222),7493
coastal_migration_satellite_0_40k.7494,-6.41463697,POINT (45.8700809756 -1.1098663807),7494
coastal_migration_satellite_0_40k.7495,-3.76822207,POINT (45.8676596773 -1.1127046762),7495
coastal_migration_satellite_0_40k.7496,-11.40758484,POINT (45.8653203271 -1.1156859209),7496
coastal_migration_satellite_0_40k.7497,-3.0769601,POINT (45.8631926721 -1.1189454118),7497
coastal_migration_satellite_0_40k.7498,-4.10943688,POINT (45.9612323193 -1.1209003725),7498
coastal_migration_satellite_0_40k.7499,-0.59348864,POINT (45.9582882216 -1.1221130373000001),7499
coastal_migration_satellite_0_40k.7500,-0.60827066,POINT (45.9553111085 -1.1208981003),7500
coastal_migration_satellite_0_40k.7501,-2.52839193,POINT (45.9529372576 -1.1180504108),7501
coastal_migration_satellite_0_40k.7502,0.31541497,POINT (45.9514367812 -1.1141554645),7502
coastal_migration_satellite_0_40k.7503,0.60731795,POINT (45.951254278 -1.1097018936),7503
coastal_migration_satellite_0_40k.7504,1.44149344,POINT (45.95180998 -1.1053504948),7504
coastal_migration_satellite_0_40k.7505,9.90926833,POINT (45.9540840473 -1.1029314838),7505
coastal_migration_satellite_0_40k.7506,1.86308392,POINT (45.9570300796 -1.1043118353999999),7506
coastal_migration_satellite_0_40k.7507,1.89534783,POINT (45.9597678305 -1.1064523801),7507
coastal_migration_satellite_0_40k.7508,-3.12333503,POINT (45.9621441924 -1.1093565117),7508
coastal_migration_satellite_0_40k.7509,-3.97175084,POINT (45.9639764662 -1.1128845435999999),7509
coastal_migration_satellite_0_40k.7510,-0.28343885,POINT (45.9636633816 -1.1172044598),7510
coastal_migration_satellite_0_40k.7882,-0.69875053,POINT (46.3427127973 -1.3982294706),7882
coastal_migration_satellite_0_40k.7883,-0.90759783,POINT (46.3426342228 -1.3937393365),7883
coastal_migration_satellite_0_40k.7884,-0.9041551,POINT (46.3425556481 -1.3892492024),7884
coastal_migration_satellite_0_40k.7885,-2.04018627,POINT (46.3424770733 -1.3847590684),7885
coastal_migration_satellite_0_40k.7886,-1.31763049,POINT (46.3423984984 -1.3802689343),7886
coastal_migration_satellite_0_40k.7887,-0.51455637,POINT (46.3423199234 -1.3757788003),7887
coastal_migration_satellite_0_40k.7888,-0.27352173,POINT (46.3420697184 -1.3713024729),7888
coastal_migration_satellite_0_40k.7889,-7.79357192,POINT (46.3418045818 -1.3668273464),7889
coastal_migration_satellite_0_40k.7890,-7.04891544,POINT (46.341539444 -1.3623522199),7890
coastal_migration_satellite_0_40k.7891,-5.19757027,POINT (46.341037718 -1.3579258486),7891
coastal_migration_satellite_0_40k.7892,-2.17780044,POINT (46.3400684797 -1.3536774674),7892
coastal_migration_satellite_0_40k.7893,-1.83234671,POINT (46.3388612701 -1.3495475711),7893
coastal_migration_satellite_0_40k.7894,-2.54819171,POINT (46.337210708 -1.3457451123),7894
coastal_migration_satellite_0_40k.7895,-1.43148688,POINT (46.3353541891 -1.3421509622),7895
coastal_migration_satellite_0_40k.7896,-1.7369473,POINT (46.3333504323 -1.3387286123),7896
coastal_migration_satellite_0_40k.7897,-2.11652172,POINT (46.3312100368 -1.3354834013),7897
coastal_migration_satellite_0_40k.7898,-0.87957522,POINT (46.3288512889 -1.3325670135),7898
coastal_migration_satellite_0_40k.7899,0.43724047,POINT (46.3264924392 -1.3296506257),7899
coastal_migration_satellite_0_40k.7900,-0.45129893,POINT (46.3240634 -1.3268725704),7900
coastal_migration_satellite_0_40k.7901,0.27506392,POINT (46.3214352467 -1.3244869038),7901
coastal_migration_satellite_0_40k.7902,1.05363172,POINT (46.3188069671 -1.3221012373),7902
coastal_migration_satellite_0_40k.7903,3.11027514,POINT (46.316134159 -1.3198316366),7903
coastal_migration_satellite_0_40k.7904,2.88646677,POINT (46.3133438214 -1.3178685914),7904
coastal_migration_satellite_0_40k.7905,3.1452441,POINT (46.3105533415 -1.3159055462),7905
coastal_migration_satellite_0_40k.7906,3.92787386,POINT (46.3077719477 -1.3139167883),7906
coastal_migration_satellite_0_40k.7907,3.79054667,POINT (46.3050601292 -1.3117341687000001),7907
coastal_migration_satellite_0_40k.7908,1.73979539,POINT (46.3024028505 -1.3094228872),7908
coastal_migration_satellite_0_40k.7909,-2.81863532,POINT (46.2998346308 -1.3069019057),7909
coastal_migration_satellite_0_40k.7910,-1.03635431,POINT (46.2972662907 -1.3043809241),7910
coastal_migration_satellite_0_40k.7911,3.05443795,POINT (46.2948553315 -1.3015822822),7911
coastal_migration_satellite_0_40k.7912,4.18602569,POINT (46.2926474002 -1.2984258022000001),7912
coastal_migration_satellite_0_40k.7913,4.14626501,POINT (46.2907230302 -1.2949108464),7913
coastal_migration_satellite_0_40k.7914,-2.3177541,POINT (46.288940984 -1.2912424845000001),7914
coastal_migration_satellite_0_40k.7915,-8.27344859,POINT (46.2874353403 -1.2873147708000001),7915
coastal_migration_satellite_0_40k.7916,-4.10383074,POINT (46.2862032154 -1.2832030322999999),7916
coastal_migration_satellite_0_40k.7917,-1.811432,POINT (46.2852033943 -1.2789611941),7917
coastal_migration_satellite_0_40k.7918,-10.27533783,POINT (46.2845741991 -1.2745628627),7918
coastal_migration_satellite_0_40k.7919,6.96104782,POINT (46.2844837834 -1.2700827035),7919
coastal_migration_satellite_0_40k.7920,-5.48586132,POINT (46.2850488592 -1.2657039106),7920
coastal_migration_satellite_0_40k.7921,0.35287289,POINT (46.2897751431 -1.2544187975),7921
coastal_migration_satellite_0_40k.7922,-0.70598193,POINT (46.2890845385 -1.2500871685),7922
coastal_migration_satellite_0_40k.7923,-0.34422584,POINT (46.2876020059 -1.2461546376000001),7923
coastal_migration_satellite_0_40k.7924,-0.84856156,POINT (46.2857118446 -1.2425993605),7924
coastal_migration_satellite_0_40k.7925,-0.22216448,POINT (46.2837606419 -1.2391061536),7925
coastal_migration_satellite_0_40k.7926,-1.21510169,POINT (46.2818093696 -1.2356129466),7926
coastal_migration_satellite_0_40k.7927,-2.23576111,POINT (46.2798580279 -1.2321197397),7927
coastal_migration_satellite_0_40k.7928,-0.21598602,POINT (46.2780603017 -1.2284600029),7928
coastal_migration_satellite_0_40k.7929,-0.87370497,POINT (46.2762927915 -1.2247674941),7929
coastal_migration_satellite_0_40k.7930,0.19809789,POINT (46.274723599 -1.2209023608),7930
coastal_migration_satellite_0_40k.7931,-0.22652352,POINT (46.2732978745 -1.2169124064),7931
coastal_migration_satellite_0_40k.7932,-1.09653895,POINT (46.2724564886 -1.2125970375),7932
coastal_migration_satellite_0_40k.7933,-3.29765313,POINT (46.2731174181 -1.2089720392),7933
coastal_migration_satellite_0_40k.7934,5.67926014,POINT (46.2762080839 -1.2085471649),7934
coastal_migration_satellite_0_40k.7935,-2.78369679,POINT (46.2792985754 -1.2081222906),7935
coastal_migration_satellite_0_40k.7936,-32.23318092,POINT (46.2823841241 -1.2076635216),7936
coastal_migration_satellite_0_40k.7937,-8.04088297,POINT (46.285345328 -1.2063165737000001),7937
coastal_migration_satellite_0_40k.7938,-22.08883724,POINT (46.2882744402 -1.2048527059),7938
coastal_migration_satellite_0_40k.7939,61.06326704,POINT (46.291048555 -1.2028438381),7939
coastal_migration_satellite_0_40k.7940,-34.97797807,POINT (46.2937050461 -1.2005263417),7940
coastal_migration_satellite_0_40k.7941,-19.63098807,POINT (46.2962184408 -1.1978915695),7941
coastal_migration_satellite_0_40k.7942,-310.9020776,POINT (46.2987317201 -1.1952567973),7942
coastal_migration_satellite_0_40k.7943,-16.78005095,POINT (46.30544861 -1.1859804209),7943
coastal_migration_satellite_0_40k.7944,66.16965936,POINT (46.3097494472 -1.1741363819),7944
coastal_migration_satellite_0_40k.7945,-53.28500186,POINT (46.310374662 -1.1697435446),7945
coastal_migration_satellite_0_40k.7946,-2.12159947,POINT (46.3043577087 -1.1363949943),7946
coastal_migration_satellite_0_40k.7947,-2.85598339,POINT (46.3016844513 -1.1341249704),7947
coastal_migration_satellite_0_40k.7948,-0.88174601,POINT (46.2987712141 -1.132577833),7948
